,start,end,country,type,subtype,killed,total_affected,est_damage,disaster_n,location
61,1981-12-10 00:00:00,1981-12-10 00:00:00,India,Storm,Tropical cyclone,200.0,20000.0,,1981-0107,Orissa
61,1981-12-10 00:00:00,1981-12-10 00:00:00,India,Storm,Tropical cyclone,200.0,20000.0,,1981-0107, West Bengal
62,1981-08-07 00:00:00,1981-08-07 00:00:00,India,Storm,Tropical cyclone,15.0,101700.0,,1981-0206,Puri
62,1981-08-07 00:00:00,1981-08-07 00:00:00,India,Storm,Tropical cyclone,15.0,101700.0,,1981-0206, Ganjam
62,1981-08-07 00:00:00,1981-08-07 00:00:00,India,Storm,Tropical cyclone,15.0,101700.0,,1981-0206, Koraput
62,1981-08-07 00:00:00,1981-08-07 00:00:00,India,Storm,Tropical cyclone,15.0,101700.0,,1981-0206, Kalhandi
62,1981-08-07 00:00:00,1981-08-07 00:00:00,India,Storm,Tropical cyclone,15.0,101700.0,,1981-0206, Phulbani
62,1981-08-07 00:00:00,1981-08-07 00:00:00,India,Storm,Tropical cyclone,15.0,101700.0,,1981-0206, Sundergarh districts 
62,1981-08-07 00:00:00,1981-08-07 00:00:00,India,Storm,Tropical cyclone,15.0,101700.0,,1981-0206,Orissa state
63,1981-09-24 00:00:00,1981-09-24 00:00:00,India,Storm,Tropical cyclone,,,,1981-0207,Orissa
63,1981-09-24 00:00:00,1981-09-24 00:00:00,India,Storm,Tropical cyclone,,,,1981-0207, West Bengal
63,1981-09-24 00:00:00,1981-09-24 00:00:00,India,Storm,Tropical cyclone,,,,1981-0207, Bihar Plateau
63,1981-09-24 00:00:00,1981-09-24 00:00:00,India,Storm,Tropical cyclone,,,,1981-0207, Andhra Pradesh
63,1981-09-24 00:00:00,1981-09-24 00:00:00,India,Storm,Tropical cyclone,,,,1981-0207, Telangana
63,1981-09-24 00:00:00,1981-09-24 00:00:00,India,Storm,Tropical cyclone,,,,1981-0207, East Madhya Pradesh
75,1981-12-20 00:00:00,1981-12-20 00:00:00,Madagascar,Storm,Tropical cyclone,107.0,118000.0,250.0,1981-0110,Countrywide 
75,1981-12-20 00:00:00,1981-12-20 00:00:00,Madagascar,Storm,Tropical cyclone,107.0,118000.0,250.0,1981-0110,mainly Antananarivo
89,1981-07-04 00:00:00,1981-07-04 00:00:00,Philippines,Storm,Tropical cyclone,,28500.0,,1981-0062,Oriental Mindoro
90,1981-09-20 00:00:00,1981-09-20 00:00:00,Philippines,Storm,Tropical cyclone,55.0,21905.0,6.7,1981-0083,Northern Luzon
92,1981-11-25 00:00:00,1981-11-25 00:00:00,Philippines,Storm,Tropical cyclone,261.0,840173.0,35.0,1981-0101,
93,1981-12-25 00:00:00,1981-12-25 00:00:00,Philippines,Storm,Tropical cyclone,250.0,180000.0,26.0,1981-0112,Samar
93,1981-12-25 00:00:00,1981-12-25 00:00:00,Philippines,Storm,Tropical cyclone,250.0,180000.0,26.0,1981-0112, Mindoro
93,1981-12-25 00:00:00,1981-12-25 00:00:00,Philippines,Storm,Tropical cyclone,250.0,180000.0,26.0,1981-0112, Luzon
94,1981-06-28 00:00:00,1981-06-28 00:00:00,Philippines,Storm,Tropical cyclone,210.0,15478.0,7.609,1981-0134,
95,1981-08-16 00:00:00,1981-08-16 00:00:00,Philippines,Storm,Tropical cyclone,5.0,9721.0,12.908,1981-0136,
96,1981-11-17 00:00:00,1981-11-17 00:00:00,Philippines,Storm,Tropical cyclone,4.0,5736.0,0.167,1981-0138,
109,1982-06-03 00:00:00,1982-06-03 00:00:00,Cuba,Storm,Tropical cyclone,24.0,180000.0,85.0,1982-0074,Havana
109,1982-06-03 00:00:00,1982-06-03 00:00:00,Cuba,Storm,Tropical cyclone,24.0,180000.0,85.0,1982-0074, Pinar Del Rio
115,1982-05-24 00:00:00,1982-05-24 00:00:00,Honduras,Storm,Tropical cyclone,130.0,20000.0,101.0,1982-0061,Choluteca
118,1982-11-09 00:00:00,1982-11-09 00:00:00,India,Storm,Tropical cyclone,500.0,5000000.0,625.42,1982-0120,Gujarat
118,1982-11-09 00:00:00,1982-11-09 00:00:00,India,Storm,Tropical cyclone,500.0,5000000.0,625.42,1982-0120, Maharashtra
119,1982-06-03 00:00:00,1982-06-03 00:00:00,India,Storm,Tropical cyclone,244.0,300493.0,120.0,1982-0313,Orissa state
126,00/1/1982,00/1/1982,Indonesia,Storm,Tropical cyclone,2.0,123.0,,1982-0242,Slemen 
126,00/1/1982,00/1/1982,Indonesia,Storm,Tropical cyclone,2.0,123.0,,1982-0242,Central Java
131,1982-01-28 00:00:00,1982-03-25 00:00:00,Madagascar,Storm,Tropical cyclone,92.0,70000.0,250.0,1982-0147,Sambava
131,1982-01-28 00:00:00,1982-03-25 00:00:00,Madagascar,Storm,Tropical cyclone,92.0,70000.0,250.0,1982-0147, Antalaha
131,1982-01-28 00:00:00,1982-03-25 00:00:00,Madagascar,Storm,Tropical cyclone,92.0,70000.0,250.0,1982-0147, Tulear
131,1982-01-28 00:00:00,1982-03-25 00:00:00,Madagascar,Storm,Tropical cyclone,92.0,70000.0,250.0,1982-0147, Morondova
131,1982-01-28 00:00:00,1982-03-25 00:00:00,Madagascar,Storm,Tropical cyclone,92.0,70000.0,250.0,1982-0147, Miandrivazo
131,1982-01-28 00:00:00,1982-03-25 00:00:00,Madagascar,Storm,Tropical cyclone,92.0,70000.0,250.0,1982-0147, Morombe
133,1982-05-04 00:00:00,1982-05-04 00:00:00,Myanmar,Storm,Tropical cyclone,11.0,36000.0,,1982-0057,South West
135,1982-05-23 00:00:00,1982-05-23 00:00:00,Nicaragua,Storm,Tropical cyclone,71.0,52000.0,356.0,1982-0060,Pacific coast
142,1982-03-22 00:00:00,1982-03-22 00:00:00,Philippines,Storm,Tropical cyclone,117.0,16000.0,,1982-0037,S.E.
142,1982-03-22 00:00:00,1982-03-22 00:00:00,Philippines,Storm,Tropical cyclone,117.0,16000.0,,1982-0037,N. Mindanao
143,1982-03-23 00:00:00,1982-03-23 00:00:00,Philippines,Storm,Tropical cyclone,151.0,789031.0,69.0,1982-0038,Central province
144,1982-08-25 00:00:00,1982-08-25 00:00:00,Philippines,Storm,Tropical cyclone,70.0,25967.0,6.5,1982-0093,West
145,1982-09-05 00:00:00,1982-09-05 00:00:00,Philippines,Storm,Tropical cyclone,65.0,50008.0,,1982-0101,C.
145,1982-09-05 00:00:00,1982-09-05 00:00:00,Philippines,Storm,Tropical cyclone,65.0,50008.0,,1982-0101,S. Luzon
146,1982-10-12 00:00:00,1982-10-12 00:00:00,Philippines,Storm,Tropical cyclone,96.0,64179.0,32.0,1982-0111,North Luzon
147,1982-03-18 00:00:00,1982-03-18 00:00:00,Philippines,Storm,Tropical cyclone,25.0,25099.0,2.4,1982-0173,
148,1982-07-12 00:00:00,1982-07-12 00:00:00,Philippines,Storm,Tropical cyclone,10.0,12319.0,4.5,1982-0174,
149,1982-08-20 00:00:00,1982-08-20 00:00:00,Philippines,Storm,Tropical cyclone,29.0,36927.0,4.2,1982-0175,
150,1982-12-02 00:00:00,1982-12-02 00:00:00,Philippines,Storm,Tropical cyclone,,85.0,0.005,1982-0176,Visayan Sea region
160,1983-03-21 00:00:00,1983-03-21 00:00:00,Bangladesh,Storm,Tropical cyclone,6.0,150.0,,1983-0056,South
165,1983-10-15 00:00:00,1983-10-15 00:00:00,Bangladesh,Storm,Tropical cyclone,600.0,5000.0,,1983-0133,Chittagong
166,1983-11-13 00:00:00,1983-11-13 00:00:00,Bangladesh,Storm,Tropical cyclone,67.0,,,1983-0147,Chittagong
176,00/4/1983,00/4/1983,India,Storm,Tropical cyclone,76.0,7500.0,,1983-0061,West Bengal
179,1983-06-19 00:00:00,1983-06-19 00:00:00,India,Storm,Tropical cyclone,551.0,800000.0,56.0,1983-0087,Saurashtra coast 
179,1983-06-19 00:00:00,1983-06-19 00:00:00,India,Storm,Tropical cyclone,551.0,800000.0,56.0,1983-0087,N W. Gujarat
182,1983-10-03 00:00:00,1983-10-03 00:00:00,India,Storm,Tropical cyclone,100.0,714000.0,510.0,1983-0129,Andhra Pradesh
182,1983-10-03 00:00:00,1983-10-03 00:00:00,India,Storm,Tropical cyclone,100.0,714000.0,510.0,1983-0129, Orissa
193,1983-12-10 00:00:00,1983-12-10 00:00:00,Madagascar,Storm,Tropical cyclone,42.0,13560.0,25.0,1983-0157,Countrywide
203,1983-07-14 00:00:00,1983-07-14 00:00:00,Philippines,Storm,Tropical cyclone,115.0,149892.0,1.64,1983-0096,Southeast Luzon
205,1983-09-03 00:00:00,1983-09-03 00:00:00,Philippines,Storm,Tropical cyclone,3.0,1684.0,0.43,1983-0219,
206,1983-11-17 00:00:00,1983-11-17 00:00:00,Philippines,Storm,Tropical cyclone,8.0,18854.0,2.25,1983-0220,
221,1984-11-14 00:00:00,1984-11-14 00:00:00,India,Storm,Tropical cyclone,524.0,1300000.0,35.0,1984-0110,Tamil Nadu state 
221,1984-11-14 00:00:00,1984-11-14 00:00:00,India,Storm,Tropical cyclone,524.0,1300000.0,35.0,1984-0110, Chittoor
221,1984-11-14 00:00:00,1984-11-14 00:00:00,India,Storm,Tropical cyclone,524.0,1300000.0,35.0,1984-0110, Nellore districts 
221,1984-11-14 00:00:00,1984-11-14 00:00:00,India,Storm,Tropical cyclone,524.0,1300000.0,35.0,1984-0110,Andhra Pradesh state
223,1984-10-13 00:00:00,1984-10-13 00:00:00,India,Storm,Tropical cyclone,,,,1984-0227,East Uttar Pradesh 
223,1984-10-13 00:00:00,1984-10-13 00:00:00,India,Storm,Tropical cyclone,,,,1984-0227, Cuttack
223,1984-10-13 00:00:00,1984-10-13 00:00:00,India,Storm,Tropical cyclone,,,,1984-0227, Balasore districts 
223,1984-10-13 00:00:00,1984-10-13 00:00:00,India,Storm,Tropical cyclone,,,,1984-0227,Orissa state
223,1984-10-13 00:00:00,1984-10-13 00:00:00,India,Storm,Tropical cyclone,,,,1984-0227, 
223,1984-10-13 00:00:00,1984-10-13 00:00:00,India,Storm,Tropical cyclone,,,,1984-0227, Midnapore district 
223,1984-10-13 00:00:00,1984-10-13 00:00:00,India,Storm,Tropical cyclone,,,,1984-0227,West Bengal
224,1984-11-30 00:00:00,1984-11-30 00:00:00,India,Storm,Tropical cyclone,,35000.0,,1984-0228,Ravalaseema
224,1984-11-30 00:00:00,1984-11-30 00:00:00,India,Storm,Tropical cyclone,,35000.0,,1984-0228, Kerala
224,1984-11-30 00:00:00,1984-11-30 00:00:00,India,Storm,Tropical cyclone,,35000.0,,1984-0228, Tamil Nadu
235,1984-04-09 00:00:00,1984-04-09 00:00:00,Madagascar,Storm,Tropical cyclone,68.0,100215.0,250.0,1984-0034,North
237,1984-01-28 00:00:00,1984-02-04 00:00:00,Mozambique,Storm,Tropical cyclone,109.0,350000.0,75.0,1984-0018,Maputo
237,1984-01-28 00:00:00,1984-02-04 00:00:00,Mozambique,Storm,Tropical cyclone,109.0,350000.0,75.0,1984-0018, Gaza
242,1984-08-27 00:00:00,1984-08-27 00:00:00,Philippines,Storm,Tropical cyclone,138.0,483747.0,23.0,1984-0073,Northern Luzon
242,1984-08-27 00:00:00,1984-08-27 00:00:00,Philippines,Storm,Tropical cyclone,138.0,483747.0,23.0,1984-0073, Pangasinan province
243,1984-11-03 00:00:00,1984-11-03 00:00:00,Philippines,Storm,Tropical cyclone,1079.0,2261900.0,96.6,1984-0105,Capiz
243,1984-11-03 00:00:00,1984-11-03 00:00:00,Philippines,Storm,Tropical cyclone,1079.0,2261900.0,96.6,1984-0105, Ilailo
243,1984-11-03 00:00:00,1984-11-03 00:00:00,Philippines,Storm,Tropical cyclone,1079.0,2261900.0,96.6,1984-0105, Aklau
243,1984-11-03 00:00:00,1984-11-03 00:00:00,Philippines,Storm,Tropical cyclone,1079.0,2261900.0,96.6,1984-0105, Antique
243,1984-11-03 00:00:00,1984-11-03 00:00:00,Philippines,Storm,Tropical cyclone,1079.0,2261900.0,96.6,1984-0105, Leyte
243,1984-11-03 00:00:00,1984-11-03 00:00:00,Philippines,Storm,Tropical cyclone,1079.0,2261900.0,96.6,1984-0105, Eastern Samar
243,1984-11-03 00:00:00,1984-11-03 00:00:00,Philippines,Storm,Tropical cyclone,1079.0,2261900.0,96.6,1984-0105, Roxas
243,1984-11-03 00:00:00,1984-11-03 00:00:00,Philippines,Storm,Tropical cyclone,1079.0,2261900.0,96.6,1984-0105, Tacloban
244,1984-09-01 00:00:00,1984-09-01 00:00:00,Philippines,Storm,Tropical cyclone,1399.0,1786865.0,216.7,1984-0185,Surigao del Norte
244,1984-09-01 00:00:00,1984-09-01 00:00:00,Philippines,Storm,Tropical cyclone,1399.0,1786865.0,216.7,1984-0185, Bohol Isl
244,1984-09-01 00:00:00,1984-09-01 00:00:00,Philippines,Storm,Tropical cyclone,1399.0,1786865.0,216.7,1984-0185, Mindanao
244,1984-09-01 00:00:00,1984-09-01 00:00:00,Philippines,Storm,Tropical cyclone,1399.0,1786865.0,216.7,1984-0185, Negros Occidental
244,1984-09-01 00:00:00,1984-09-01 00:00:00,Philippines,Storm,Tropical cyclone,1399.0,1786865.0,216.7,1984-0185, Cebu provinces
245,1984-10-23 00:00:00,1984-10-23 00:00:00,Philippines,Storm,Tropical cyclone,63.0,2694.0,0.19,1984-0186,
251,1984-01-28 00:00:00,1984-02-04 00:00:00,Swaziland,Storm,Tropical cyclone,53.0,632500.0,54.152,1984-0017,All country
256,1985-05-24 00:00:00,1985-05-28 00:00:00,Bangladesh,Storm,Tropical cyclone,15000.0,1810000.0,50.0,1985-0063,Urir
256,1985-05-24 00:00:00,1985-05-28 00:00:00,Bangladesh,Storm,Tropical cyclone,15000.0,1810000.0,50.0,1985-0063, Jabbar
256,1985-05-24 00:00:00,1985-05-28 00:00:00,Bangladesh,Storm,Tropical cyclone,15000.0,1810000.0,50.0,1985-0063, Bata
256,1985-05-24 00:00:00,1985-05-28 00:00:00,Bangladesh,Storm,Tropical cyclone,15000.0,1810000.0,50.0,1985-0063, Darbesh
256,1985-05-24 00:00:00,1985-05-28 00:00:00,Bangladesh,Storm,Tropical cyclone,15000.0,1810000.0,50.0,1985-0063, Clark
256,1985-05-24 00:00:00,1985-05-28 00:00:00,Bangladesh,Storm,Tropical cyclone,15000.0,1810000.0,50.0,1985-0063, Sudharam
256,1985-05-24 00:00:00,1985-05-28 00:00:00,Bangladesh,Storm,Tropical cyclone,15000.0,1810000.0,50.0,1985-0063, Hatia
256,1985-05-24 00:00:00,1985-05-28 00:00:00,Bangladesh,Storm,Tropical cyclone,15000.0,1810000.0,50.0,1985-0063, Sand Wip Islands Patuakhali
256,1985-05-24 00:00:00,1985-05-28 00:00:00,Bangladesh,Storm,Tropical cyclone,15000.0,1810000.0,50.0,1985-0063, Bhola
256,1985-05-24 00:00:00,1985-05-28 00:00:00,Bangladesh,Storm,Tropical cyclone,15000.0,1810000.0,50.0,1985-0063, North Chittagong
256,1985-05-24 00:00:00,1985-05-28 00:00:00,Bangladesh,Storm,Tropical cyclone,15000.0,1810000.0,50.0,1985-0063, Feni
256,1985-05-24 00:00:00,1985-05-28 00:00:00,Bangladesh,Storm,Tropical cyclone,15000.0,1810000.0,50.0,1985-0063, Noakhali districts
263,1985-11-18 00:00:00,1985-11-18 00:00:00,Cuba,Storm,Tropical cyclone,4.0,498891.0,,1985-0134,
270,1985-10-10 00:00:00,1985-10-10 00:00:00,India,Storm,Tropical cyclone,78.0,5000.0,,1985-0121,Andhra Pradesh
292,1985-10-15 00:00:00,1985-10-15 00:00:00,Philippines,Storm,Tropical cyclone,81.0,1183626.0,62.373,1985-0124,Aurora
292,1985-10-15 00:00:00,1985-10-15 00:00:00,Philippines,Storm,Tropical cyclone,81.0,1183626.0,62.373,1985-0124, Nueva Ecija
292,1985-10-15 00:00:00,1985-10-15 00:00:00,Philippines,Storm,Tropical cyclone,81.0,1183626.0,62.373,1985-0124, Tarlac
292,1985-10-15 00:00:00,1985-10-15 00:00:00,Philippines,Storm,Tropical cyclone,81.0,1183626.0,62.373,1985-0124, Bur Lacan provinces 
292,1985-10-15 00:00:00,1985-10-15 00:00:00,Philippines,Storm,Tropical cyclone,81.0,1183626.0,62.373,1985-0124,Central Luzon
294,1985-06-20 00:00:00,1985-06-20 00:00:00,Philippines,Storm,Tropical cyclone,100.0,420200.0,20.0,1985-0190,Luzon
294,1985-06-20 00:00:00,1985-06-20 00:00:00,Philippines,Storm,Tropical cyclone,100.0,420200.0,20.0,1985-0190, Ilocos Sur
294,1985-06-20 00:00:00,1985-06-20 00:00:00,Philippines,Storm,Tropical cyclone,100.0,420200.0,20.0,1985-0190, Ilocos Norte
294,1985-06-20 00:00:00,1985-06-20 00:00:00,Philippines,Storm,Tropical cyclone,100.0,420200.0,20.0,1985-0190, Benguet
294,1985-06-20 00:00:00,1985-06-20 00:00:00,Philippines,Storm,Tropical cyclone,100.0,420200.0,20.0,1985-0190, Nueva Ecija
294,1985-06-20 00:00:00,1985-06-20 00:00:00,Philippines,Storm,Tropical cyclone,100.0,420200.0,20.0,1985-0190, Bataan
294,1985-06-20 00:00:00,1985-06-20 00:00:00,Philippines,Storm,Tropical cyclone,100.0,420200.0,20.0,1985-0190, Zambales
294,1985-06-20 00:00:00,1985-06-20 00:00:00,Philippines,Storm,Tropical cyclone,100.0,420200.0,20.0,1985-0190, Vigan
294,1985-06-20 00:00:00,1985-06-20 00:00:00,Philippines,Storm,Tropical cyclone,100.0,420200.0,20.0,1985-0190, Bantay
294,1985-06-20 00:00:00,1985-06-20 00:00:00,Philippines,Storm,Tropical cyclone,100.0,420200.0,20.0,1985-0190, San Esteban
294,1985-06-20 00:00:00,1985-06-20 00:00:00,Philippines,Storm,Tropical cyclone,100.0,420200.0,20.0,1985-0190, Laoag
294,1985-06-20 00:00:00,1985-06-20 00:00:00,Philippines,Storm,Tropical cyclone,100.0,420200.0,20.0,1985-0190, Bagio city
294,1985-06-20 00:00:00,1985-06-20 00:00:00,Philippines,Storm,Tropical cyclone,100.0,420200.0,20.0,1985-0190, Pampanga
295,1985-09-01 00:00:00,1985-09-01 00:00:00,Philippines,Storm,Tropical cyclone,5.0,148.0,0.66,1985-0192,
302,1986-09-26 00:00:00,1986-09-26 00:00:00,Bangladesh,Storm,Tropical cyclone,40.0,2700000.0,,1986-0117,Kuna
302,1986-09-26 00:00:00,1986-09-26 00:00:00,Bangladesh,Storm,Tropical cyclone,40.0,2700000.0,,1986-0117, Bagerhat
302,1986-09-26 00:00:00,1986-09-26 00:00:00,Bangladesh,Storm,Tropical cyclone,40.0,2700000.0,,1986-0117, Sathkhira
302,1986-09-26 00:00:00,1986-09-26 00:00:00,Bangladesh,Storm,Tropical cyclone,40.0,2700000.0,,1986-0117, Pathuakhali
302,1986-09-26 00:00:00,1986-09-26 00:00:00,Bangladesh,Storm,Tropical cyclone,40.0,2700000.0,,1986-0117, Barguna
303,1986-11-09 00:00:00,1986-11-09 00:00:00,Bangladesh,Storm,Tropical cyclone,25.0,100.0,,1986-0131,Bengal Bay 
303,1986-11-09 00:00:00,1986-11-09 00:00:00,Bangladesh,Storm,Tropical cyclone,25.0,100.0,,1986-0131,South West
318,1986-05-16 00:00:00,1986-05-16 00:00:00,India,Storm,Tropical cyclone,11.0,100.0,,1986-0062,Rajasthan state
321,1986-09-25 00:00:00,1986-09-25 00:00:00,India,Storm,Tropical cyclone,13.0,3300000.0,272.943,1986-0116,Calcutta
321,1986-09-25 00:00:00,1986-09-25 00:00:00,India,Storm,Tropical cyclone,13.0,3300000.0,272.943,1986-0116, Midnapore district 
321,1986-09-25 00:00:00,1986-09-25 00:00:00,India,Storm,Tropical cyclone,13.0,3300000.0,272.943,1986-0116,West bengal
337,1986-03-15 00:00:00,1986-03-15 00:00:00,Madagascar,Storm,Tropical cyclone,99.0,84309.0,150.0,1986-0042,Toamasina
337,1986-03-15 00:00:00,1986-03-15 00:00:00,Madagascar,Storm,Tropical cyclone,99.0,84309.0,150.0,1986-0042, Fenerive east
337,1986-03-15 00:00:00,1986-03-15 00:00:00,Madagascar,Storm,Tropical cyclone,99.0,84309.0,150.0,1986-0042, Sante Marie
337,1986-03-15 00:00:00,1986-03-15 00:00:00,Madagascar,Storm,Tropical cyclone,99.0,84309.0,150.0,1986-0042, Ambatondrazaka
337,1986-03-15 00:00:00,1986-03-15 00:00:00,Madagascar,Storm,Tropical cyclone,99.0,84309.0,150.0,1986-0042, Brickaville
337,1986-03-15 00:00:00,1986-03-15 00:00:00,Madagascar,Storm,Tropical cyclone,99.0,84309.0,150.0,1986-0042, Moramanga
337,1986-03-15 00:00:00,1986-03-15 00:00:00,Madagascar,Storm,Tropical cyclone,99.0,84309.0,150.0,1986-0042, Fianarantsoa
349,1986-07-09 00:00:00,1986-07-09 00:00:00,Philippines,Storm,Tropical cyclone,109.0,647313.0,30.71,1986-0080,Ilocos
349,1986-07-09 00:00:00,1986-07-09 00:00:00,Philippines,Storm,Tropical cyclone,109.0,647313.0,30.71,1986-0080, centra Luzon
349,1986-07-09 00:00:00,1986-07-09 00:00:00,Philippines,Storm,Tropical cyclone,109.0,647313.0,30.71,1986-0080, Southern Tagalos
349,1986-07-09 00:00:00,1986-07-09 00:00:00,Philippines,Storm,Tropical cyclone,109.0,647313.0,30.71,1986-0080, Metro Manilla
350,1986-09-02 00:00:00,1986-09-02 00:00:00,Philippines,Storm,Tropical cyclone,23.0,482704.0,13.15,1986-0104,Pangasinan
350,1986-09-02 00:00:00,1986-09-02 00:00:00,Philippines,Storm,Tropical cyclone,23.0,482704.0,13.15,1986-0104, Bataan
350,1986-09-02 00:00:00,1986-09-02 00:00:00,Philippines,Storm,Tropical cyclone,23.0,482704.0,13.15,1986-0104, Bulacan
350,1986-09-02 00:00:00,1986-09-02 00:00:00,Philippines,Storm,Tropical cyclone,23.0,482704.0,13.15,1986-0104, Pampanga
350,1986-09-02 00:00:00,1986-09-02 00:00:00,Philippines,Storm,Tropical cyclone,23.0,482704.0,13.15,1986-0104, Benguet
350,1986-09-02 00:00:00,1986-09-02 00:00:00,Philippines,Storm,Tropical cyclone,23.0,482704.0,13.15,1986-0104, Abra
350,1986-09-02 00:00:00,1986-09-02 00:00:00,Philippines,Storm,Tropical cyclone,23.0,482704.0,13.15,1986-0104, Zambales
350,1986-09-02 00:00:00,1986-09-02 00:00:00,Philippines,Storm,Tropical cyclone,23.0,482704.0,13.15,1986-0104, Metro Manila
351,1986-10-06 00:00:00,1986-10-06 00:00:00,Philippines,Storm,Tropical cyclone,22.0,82555.0,1.2,1986-0122,Muntinlupa
351,1986-10-06 00:00:00,1986-10-06 00:00:00,Philippines,Storm,Tropical cyclone,22.0,82555.0,1.2,1986-0122, Metro Manila
351,1986-10-06 00:00:00,1986-10-06 00:00:00,Philippines,Storm,Tropical cyclone,22.0,82555.0,1.2,1986-0122, Bulacan
352,1986-10-10 00:00:00,1986-10-10 00:00:00,Philippines,Storm,Tropical cyclone,4.0,3134.0,1.4,1986-0151,
353,1986-10-17 00:00:00,1986-10-17 00:00:00,Philippines,Storm,Tropical cyclone,2.0,308.0,36.0,1986-0152,
354,1986-12-20 00:00:00,1986-12-20 00:00:00,Philippines,Storm,Tropical cyclone,16.0,26722.0,4.0,1986-0153,
361,1987-06-04 00:00:00,1987-06-04 00:00:00,Bangladesh,Storm,Tropical cyclone,12.0,,,1987-0110,Hatiya
361,1987-06-04 00:00:00,1987-06-04 00:00:00,Bangladesh,Storm,Tropical cyclone,12.0,,,1987-0110, Swandwip
361,1987-06-04 00:00:00,1987-06-04 00:00:00,Bangladesh,Storm,Tropical cyclone,12.0,,,1987-0110, Patuakhali
361,1987-06-04 00:00:00,1987-06-04 00:00:00,Bangladesh,Storm,Tropical cyclone,12.0,,,1987-0110, Bhola regions
374,1987-07-01 00:00:00,1987-07-01 00:00:00,Guinea-Bissau,Storm,Tropical cyclone,1.0,3703.0,,1987-0118,Tombali
380,1987-11-02 00:00:00,1987-11-02 00:00:00,India,Storm,Tropical cyclone,38.0,50000.0,,1987-0206,Andhra Pradesh
380,1987-11-02 00:00:00,1987-11-02 00:00:00,India,Storm,Tropical cyclone,38.0,50000.0,,1987-0206, Tami Nadu
381,1987-11-14 00:00:00,1987-11-14 00:00:00,India,Storm,Tropical cyclone,25.0,30000.0,,1987-0280,Guntur
381,1987-11-14 00:00:00,1987-11-14 00:00:00,India,Storm,Tropical cyclone,25.0,30000.0,,1987-0280, Prakasam district 
381,1987-11-14 00:00:00,1987-11-14 00:00:00,India,Storm,Tropical cyclone,25.0,30000.0,,1987-0280,Andhra Pradesh
414,1987-08-08 00:00:00,1987-08-08 00:00:00,Philippines,Storm,Tropical cyclone,85.0,1269825.0,98.6,1987-0146,Batangas
414,1987-08-08 00:00:00,1987-08-08 00:00:00,Philippines,Storm,Tropical cyclone,85.0,1269825.0,98.6,1987-0146, Laguna
414,1987-08-08 00:00:00,1987-08-08 00:00:00,Philippines,Storm,Tropical cyclone,85.0,1269825.0,98.6,1987-0146, Bicol
414,1987-08-08 00:00:00,1987-08-08 00:00:00,Philippines,Storm,Tropical cyclone,85.0,1269825.0,98.6,1987-0146, Mindoro
414,1987-08-08 00:00:00,1987-08-08 00:00:00,Philippines,Storm,Tropical cyclone,85.0,1269825.0,98.6,1987-0146, Cavite
414,1987-08-08 00:00:00,1987-08-08 00:00:00,Philippines,Storm,Tropical cyclone,85.0,1269825.0,98.6,1987-0146, Luzon
415,1987-10-21 00:00:00,1987-10-21 00:00:00,Philippines,Storm,Tropical cyclone,100.0,78979.0,25.0,1987-0197,Cagayan
415,1987-10-21 00:00:00,1987-10-21 00:00:00,Philippines,Storm,Tropical cyclone,100.0,78979.0,25.0,1987-0197, Ilocos Norte
415,1987-10-21 00:00:00,1987-10-21 00:00:00,Philippines,Storm,Tropical cyclone,100.0,78979.0,25.0,1987-0197, Kalin Aapayo province
416,1987-11-23 00:00:00,1987-11-23 00:00:00,Philippines,Storm,Tropical cyclone,882.0,1819112.0,56.0,1987-0212,Region IV
416,1987-11-23 00:00:00,1987-11-23 00:00:00,Philippines,Storm,Tropical cyclone,882.0,1819112.0,56.0,1987-0212, Marinduque
416,1987-11-23 00:00:00,1987-11-23 00:00:00,Philippines,Storm,Tropical cyclone,882.0,1819112.0,56.0,1987-0212, Quezon
416,1987-11-23 00:00:00,1987-11-23 00:00:00,Philippines,Storm,Tropical cyclone,882.0,1819112.0,56.0,1987-0212, Laguna
416,1987-11-23 00:00:00,1987-11-23 00:00:00,Philippines,Storm,Tropical cyclone,882.0,1819112.0,56.0,1987-0212, Batangas
416,1987-11-23 00:00:00,1987-11-23 00:00:00,Philippines,Storm,Tropical cyclone,882.0,1819112.0,56.0,1987-0212, Region V
416,1987-11-23 00:00:00,1987-11-23 00:00:00,Philippines,Storm,Tropical cyclone,882.0,1819112.0,56.0,1987-0212, Sorgoson
416,1987-11-23 00:00:00,1987-11-23 00:00:00,Philippines,Storm,Tropical cyclone,882.0,1819112.0,56.0,1987-0212, Albay
416,1987-11-23 00:00:00,1987-11-23 00:00:00,Philippines,Storm,Tropical cyclone,882.0,1819112.0,56.0,1987-0212, Battan
416,1987-11-23 00:00:00,1987-11-23 00:00:00,Philippines,Storm,Tropical cyclone,882.0,1819112.0,56.0,1987-0212, Cavite
416,1987-11-23 00:00:00,1987-11-23 00:00:00,Philippines,Storm,Tropical cyclone,882.0,1819112.0,56.0,1987-0212, Masbaten Camarines Sur
416,1987-11-23 00:00:00,1987-11-23 00:00:00,Philippines,Storm,Tropical cyclone,882.0,1819112.0,56.0,1987-0212, Leyte
416,1987-11-23 00:00:00,1987-11-23 00:00:00,Philippines,Storm,Tropical cyclone,882.0,1819112.0,56.0,1987-0212, Northern Samar
